N,P,K,temperature,humidity,ph,rainfall,label
38,124,202,12.64922156,82.23302143,6.471727863,66.84686937,grapes
28,125,198,32.00644678,80.37318355,6.405529881,74.34405134,grapes
11,121,202,12.00039864,83.07161581,6.441172903,71.22067451,grapes
6,135,201,36.09193675,81.19099243,6.178374526,67.7690789,grapes
35,134,200,37.23316585,80.81172852,6.641540494,70.09277744,grapes
9,133,197,36.6196237,83.64413396,5.994927855,73.09166211,grapes
27,135,202,40.37340591,82.47373865,5.273480774,69.92424085,grapes
28,141,200,26.63422319,81.39944027,6.694410222,72.86862692,grapes
25,142,202,28.25484572,81.9807341,5.533846803,71.12999286,grapes
35,137,203,19.60891922,81.77234304,6.650253844,67.63473528,grapes
11,144,199,9.505968477,80.1519831,6.074381598,68.30886862,grapes
11,131,200,28.8072096,81.90865225,6.345454443,66.4519683,grapes
21,134,198,11.3732003,83.2633661,5.264197247,74.74407806,grapes
28,131,204,31.74751432,81.77664994,6.825716216,65.91578195,grapes
4,130,203,30.2415348,82.91984532,6.061410556,71.39278423,grapes
21,140,198,36.39560012,82.66785742,5.347505165,72.76516391,grapes
20,122,204,29.92083589,81.40509495,5.980535175,67.04341841,grapes
27,132,198,22.552525,82.02972712,5.198348638,66.31261871,grapes
29,143,202,17.75569607,83.41055853,5.345141104,72.35834549,grapes
21,140,201,18.2371655,81.69651346,6.397915525,74.58850773,grapes
8,125,200,33.93390657,83.0391946,5.676798642,66.74349469,grapes
40,138,201,38.33246755,82.85966781,6.622696539,65.53837266,grapes
28,125,204,41.6765892,81.10819719,5.617859226,70.70447188,grapes
31,128,204,37.94251295,81.57878746,6.322261421,73.68284964,grapes
39,140,205,32.14731065,82.45424721,5.957436755,74.84755398,grapes
24,123,195,39.2928863,83.38750634,6.111166826,68.2505574,grapes
34,141,195,19.17172548,82.71819261,6.277788296,70.40525629,grapes
5,127,204,12.5629497,82.39114781,6.773212749,72.35154492,grapes
9,144,201,34.79024738,82.52420742,6.547722785,66.31016219,grapes
10,142,196,35.45508377,81.39697817,6.774152041,65.55952092,grapes
14,124,205,16.50172934,80.39747597,6.499532781,68.88811336,grapes
30,128,204,26.62440496,82.49624853,5.598566501,67.90037388,grapes
6,120,196,40.96169454,80.26707976,5.505446542,66.45441819,grapes
18,123,203,34.11672079,81.40581526,6.051236613,65.64146424,grapes
27,129,203,10.00833821,82.2587078,6.961158327,67.9679355,grapes
1,136,204,21.05307232,80.49013686,6.86827841,74.51228929,grapes
11,136,202,23.07019092,83.63072591,6.898554919,74.23586246,grapes
23,133,202,32.20499099,83.63995483,6.706405086,72.42805856,grapes
0,122,199,25.40755541,82.72370687,5.059195508,70.82754735,grapes
17,141,205,27.03243727,81.02866515,5.614315024,72.24647331,grapes
19,125,199,13.12100561,81.57977465,6.446659002,72.88552969,grapes
10,133,197,31.56921799,81.70356689,6.210574056,72.45604772,grapes
30,136,202,34.94085936,83.13845404,5.868336147,73.80484635,grapes
18,132,200,38.96873163,83.48400387,5.608643182,66.10556683,grapes
16,124,199,12.01615187,81.09292075,5.048018929,73.81855582,grapes
17,127,204,33.55565481,82.66223929,5.386771675,67.14576147,grapes
17,121,201,23.75458492,82.25536979,5.629255179,65.36184845,grapes
29,130,201,39.13886407,82.89961906,6.687744798,70.83988887,grapes
27,133,202,15.15920724,82.09325736,5.666912443,71.32577138,grapes
0,126,198,15.40074138,82.33819331,5.591560875,68.96848381,grapes
12,124,202,9.155969784,80.09038508,6.980558755,69.64449492,grapes
30,145,198,39.75509627,81.22175591,5.6952701,73.79838091,grapes
39,120,203,30.49896757,82.22366243,5.712807183,66.35931063,grapes
37,127,204,12.36972096,81.09665497,6.599910461,69.65456052,grapes
16,125,197,29.40583319,83.93356959,6.383806801,71.36881673,grapes
12,132,195,12.73766469,83.7771043,5.331460838,67.70836527,grapes
12,128,200,18.59007676,80.1184855,6.94463874,71.92567903,grapes
39,129,199,15.50437561,82.02857566,5.367493202,68.18190914,grapes
39,120,202,21.22850592,83.44781466,6.586065022,73.20941454,grapes
31,133,201,33.26934606,83.51689999,6.067891947,72.34050846,grapes
33,143,198,21.9922274,83.77893775,5.01959934,73.39580834,grapes
37,124,204,33.98471236,82.08333207,5.477331619,69.49699768,grapes
23,130,203,20.12001043,83.79541617,6.629211871,68.2734888,grapes
16,139,197,32.67421057,80.31767722,6.12191208,68.31793207,grapes
27,131,201,21.44310551,80.01614045,5.261309957,71.09352849,grapes
21,139,199,15.90572152,82.95523389,5.073410207,72.58728824,grapes
21,126,205,31.35119275,80.29850392,6.323064893,72.56895976,grapes
12,130,203,41.68413028,83.79371403,6.971072302,73.17490509,grapes
17,123,196,38.6199735,83.37262373,5.575024245,68.21637592,grapes
27,120,204,10.28928324,81.14069869,6.372206062,65.47078405,grapes
39,127,198,35.67456723,81.91654347,6.564681974,72.33416389,grapes
33,134,201,18.85725917,82.99799526,5.686894046,74.76948984,grapes
30,136,201,39.86958106,81.18869057,5.910152625,66.02014267,grapes
2,133,201,27.26114377,81.65004247,5.506430187,74.27636315,grapes
22,120,200,25.77706573,83.08035035,6.225890157,71.1830445,grapes
0,144,197,36.59983191,82.2678145,5.779844592,73.79663583,grapes
17,121,197,15.39620733,81.79549579,5.575338609,68.45943835,grapes
32,124,200,27.8685745,82.65181517,5.836647583,72.55455265,grapes
28,136,201,12.18263628,82.62130273,5.404202611,69.3952057,grapes
40,143,197,17.46780533,82.68896683,5.725585067,70.39434048,grapes
20,122,201,9.646747471,82.55798149,5.957852995,67.64336545,grapes
31,144,203,16.75574179,81.70133018,6.025656131,74.73735044,grapes
26,124,205,10.50247745,80.08107345,6.855343702,74.93541376,grapes
25,126,205,14.39545203,82.64447581,5.717558862,71.06497543,grapes
35,132,205,24.31719577,81.32136305,6.430748936,67.24701998,grapes
31,123,197,37.22771594,81.9858855,5.310646641,70.58215719,grapes
30,127,199,34.41695915,80.68527272,5.609631874,65.44497947,grapes
25,134,196,9.187372433,81.86907494,5.295636096,74.82491979,grapes
10,126,198,41.73388738,81.84156847,5.52621863,65.91588309,grapes
25,123,201,27.22636943,82.95877657,6.062740697,71.62102793,grapes
17,121,198,38.31574985,82.59649768,5.606412484,67.89243937,grapes
31,122,202,14.88577295,83.01680354,6.74433063,70.53896031,grapes
30,141,198,28.40167687,81.05893171,6.818159542,70.23329012,grapes
19,130,201,34.09467309,82.57147759,6.826237119,73.0026931,grapes
29,131,199,27.7749078,81.32932521,6.772329441,71.63728291,grapes
10,140,205,22.74889131,81.99787483,5.432741921,68.55374421,grapes
26,132,196,9.574317188,83.22269882,5.804603844,71.21240255,grapes
23,137,203,23.53306542,80.29632223,6.808375751,71.923491,grapes
35,143,204,26.01571224,80.79664316,6.606229712,71.60931079,grapes
30,129,201,17.47070783,83.60938503,5.996308727,74.51774076,grapes
5,130,203,31.90488594,82.57420057,6.909226296,65.1617964,grapes
40,129,198,21.27939852,82.43335269,5.182008439,69.09745654,grapes
36,132,205,39.68410491,80.52439248,6.60644256,72.47138656,grapes
93,28,47,25.19466887,82.13806054,6.380127954,47.63196949,watermelon
86,21,45,25.17170163,84.98959759,6.33084226,42.72103064,watermelon
100,24,54,24.68164973,85.86318369,6.923253057,54.79953664,watermelon
103,15,55,26.79886247,85.92261282,6.246879679,57.69559296,watermelon
113,27,47,25.64233663,81.59172697,6.588623667,57.30587872,watermelon
111,24,53,26.53754459,87.69077641,6.373278825,56.5480071,watermelon
105,9,51,24.25302112,83.14054622,6.181888998,46.25498102,watermelon
85,7,47,25.84692323,80.36992206,6.132232096,44.73491469,watermelon
80,25,49,26.81593323,84.89961436,6.675664558,41.00970231,watermelon
80,23,52,25.81093988,86.28288365,6.011765534,58.19391215,watermelon
116,20,50,24.27546274,85.15087743,6.592185653,41.22123677,watermelon
104,30,55,24.14665629,87.17945367,6.187734752,58.77663496,watermelon
111,14,53,24.34140223,82.04834305,6.786340444,55.55755118,watermelon
106,26,46,26.1983924,83.654073,6.736094227,48.20226043,watermelon
120,30,46,24.87264638,86.11736605,6.127471736,58.42465847,watermelon
100,10,50,26.78531136,80.73834573,6.429917072,47.93902821,watermelon
120,6,45,26.40617244,89.87320089,6.255549635,48.32908368,watermelon
93,7,45,25.50827086,83.97343255,6.555849923,42.70181534,watermelon
112,13,49,25.37251167,83.66542324,6.802169762,42.95946878,watermelon
111,18,49,24.44809694,81.61758064,6.183955737,40.00509443,watermelon
96,16,50,24.83174387,84.99838549,6.526962779,43.66689561,watermelon
81,17,55,26.08125798,89.48198527,6.354292977,50.38774797,watermelon
93,27,53,26.87108089,82.13889751,6.694661437,46.78523087,watermelon
94,5,50,25.7003586,87.70186666,6.411512423,42.17930135,watermelon
117,30,53,25.23477115,82.42856897,6.213280843,42.91686262,watermelon
105,16,47,24.47528649,82.88437059,6.449085597,43.58539967,watermelon
115,28,55,24.8066136,85.3123027,6.044376433,45.69340565,watermelon
88,27,52,26.2005201,87.74478588,6.51415347,54.42303172,watermelon
99,23,55,26.49203654,80.62571896,6.973486514,49.11006265,watermelon
85,20,49,26.17998411,87.10512662,6.554543905,56.97310697,watermelon
101,12,53,24.91692354,88.07498375,6.586672076,45.14764562,watermelon
119,28,45,24.66707788,85.1190448,6.898793759,50.01904464,watermelon
107,24,45,26.02078047,83.87329482,6.493876187,48.66851392,watermelon
80,15,54,24.06237728,83.06909562,6.883593386,47.0508886,watermelon
84,21,49,24.17279418,83.67317978,6.108377041,58.00494235,watermelon
104,5,53,24.79350332,87.06546512,6.531875256,42.8672139,watermelon
105,10,49,25.56514975,87.1438927,6.430973665,45.66575553,watermelon
118,20,45,24.96813327,80.45669196,6.645057874,54.70979203,watermelon
98,16,48,24.07813343,84.22306293,6.828048838,55.31129074,watermelon
91,24,50,25.81166465,84.83368337,6.099532071,44.82135557,watermelon
96,22,50,24.99256077,85.52389809,6.065743444,54.79440111,watermelon
115,27,52,26.00005261,84.04922617,6.962094733,57.45804469,watermelon
98,15,55,24.99660469,83.09835793,6.862277786,40.66168017,watermelon
107,21,55,24.27817872,87.08763034,6.406801457,57.26314428,watermelon
84,12,54,25.31826959,84.91922213,6.146576306,42.67833666,watermelon
101,17,49,25.65170155,81.21839117,6.150009188,43.40613874,watermelon
106,13,45,25.04014819,82.94255909,6.636595829,42.44006135,watermelon
84,12,53,25.89539779,89.04336841,6.634506069,43.32296524,watermelon
94,24,46,26.82627041,89.18516339,6.56504367,54.93195523,watermelon
105,24,45,26.80160841,86.97402817,6.923700795,43.34342851,watermelon
108,21,54,26.86274139,85.51623943,6.09107803,54.35693337,watermelon
117,28,54,24.98006353,82.58982503,6.186915689,42.95488596,watermelon
80,15,53,26.94960669,89.7324561,6.111272148,44.74140005,watermelon
82,18,47,26.70685412,89.73303999,6.775578317,45.14206058,watermelon
115,26,47,25.27263318,83.2620534,6.779999587,58.27065341,watermelon
109,19,54,26.10399868,82.65239973,6.239435233,42.38455249,watermelon
90,14,52,24.64804005,83.55648387,6.214820391,51.85619808,watermelon
112,8,53,25.51822871,85.08688221,6.819329069,50.12958213,watermelon
86,25,47,25.6464079,85.24042144,6.946473495,50.12180443,watermelon
103,30,47,26.57712035,89.8648041,6.998360554,41.42803403,watermelon
87,28,45,24.47113206,84.35921861,6.508514217,43.90409748,watermelon
83,6,50,26.22389266,80.28977696,6.745849614,55.61566726,watermelon
101,28,49,26.44989787,80.7321809,6.629914195,57.37872402,watermelon
111,12,53,24.96580257,83.51954268,6.711210967,59.10455895,watermelon
89,28,54,26.61361114,87.29189708,6.258506328,52.54868232,watermelon
106,8,54,25.50289381,80.77088412,6.805566365,40.19075482,watermelon
101,20,51,25.38810061,88.57527587,6.514405814,45.4978559,watermelon
100,6,46,25.27755267,84.38049956,6.413866571,49.64122563,watermelon
118,17,48,26.29322459,81.8124862,6.735482872,53.48935905,watermelon
114,20,55,24.08948654,82.47312501,6.27905355,40.64433411,watermelon
119,13,47,24.62780753,86.68517604,6.541657552,54.32141542,watermelon
91,10,52,26.5610159,84.9440102,6.165966882,44.22484794,watermelon
86,8,50,24.6743352,85.52246818,6.055472996,55.52136228,watermelon
118,25,55,25.8328361,84.46511378,6.760155249,58.02389287,watermelon
105,9,48,26.09063544,83.37053465,6.054183597,40.56052757,watermelon
106,26,48,26.35516351,84.22022518,6.867640455,49.07599587,watermelon
82,9,45,26.63244107,83.61108449,6.315066366,49.78725072,watermelon
116,30,53,25.66152574,84.17197454,6.258392795,57.36204018,watermelon
96,25,55,26.75032135,85.70259233,6.508156164,42.11284418,watermelon
118,22,55,24.78127777,82.83395628,6.239439526,53.91732655,watermelon
85,15,47,25.36477979,88.0694143,6.573099454,40.40961828,watermelon
81,22,47,26.74627223,82.73095426,6.529190538,52.40020368,watermelon
81,16,49,26.49720204,82.45414413,6.00008315,43.5465264,watermelon
91,9,54,24.98711821,86.18774069,6.659510101,54.80988403,watermelon
86,21,52,26.67589977,87.51583587,6.745976759,47.26293988,watermelon
86,21,53,25.16276319,80.92454907,6.719776683,52.45083541,watermelon
81,19,47,25.2421636,85.4400335,6.690315822,43.97348839,watermelon
93,16,54,25.90371852,84.8675551,6.575385736,57.51365354,watermelon
83,26,50,26.65786349,83.00106771,6.231551259,49.71250604,watermelon
80,21,55,24.22150348,84.53167764,6.401425249,50.2569586,watermelon
119,16,49,24.18030371,85.06282414,6.406794341,56.47222265,watermelon
95,11,51,26.28277492,82.98382876,6.284436384,58.58770183,watermelon
102,21,53,24.30106077,82.33998751,6.002375856,40.35719693,watermelon
97,9,55,24.4232485,88.33758754,6.941476421,51.43622005,watermelon
120,30,50,24.2906575,89.39039247,6.101377059,54.87472556,watermelon
104,20,52,26.5736679,89.42339022,6.115602416,50.42556074,watermelon
99,18,50,24.53186972,84.88129368,6.366763477,40.97292287,watermelon
90,8,52,26.2348009,81.61159426,6.337087287,45.57773725,watermelon
115,24,50,26.2607562,87.40989393,6.375101251,56.01359422,watermelon
93,9,45,26.09098045,86.92245547,6.801110637,53.07959865,watermelon
107,20,51,26.67544688,82.9281148,6.396158276,49.55818971,watermelon
115,14,55,24.91730531,85.00667704,6.58333006,53.01832089,watermelon
99,27,54,26.06576155,83.46065544,6.789371218,49.31122008,watermelon
96,17,45,26.08840163,87.58083591,6.062059962,55.67789609,watermelon
95,29,49,26.76147918,88.86278679,6.286461198,50.07899855,watermelon
120,30,50,24.36489113,85.12261716,6.956769179,46.14468411,watermelon
88,20,46,24.06677711,86.36322665,6.208708734,57.55499352,watermelon
101,24,51,26.10805346,81.8102051,6.271009858,41.54667025,watermelon
105,9,54,25.429804,83.8524717,6.317618706,56.74578532,watermelon
96,28,45,24.59373008,85.60330492,6.519822823,45.36218442,watermelon
87,22,45,26.33937138,88.4941613,6.264682128,52.463258,watermelon
85,8,55,24.87482127,81.34596995,6.481737074,58.2838125,watermelon
99,10,50,24.9108029,81.10443075,6.794549137,42.88146391,watermelon
101,15,48,25.31829613,87.02055386,6.047569507,46.09748073,watermelon
110,9,49,25.32103315,81.67196239,6.662450689,52.95616387,watermelon
110,28,47,25.9584469,85.46514658,6.975403311,59.78998897,watermelon
86,11,54,26.78481639,80.58070847,6.968891742,59.21655376,watermelon
101,8,55,24.60222603,87.49902277,6.510327765,54.98244051,watermelon
87,6,53,26.14066621,84.80796537,6.038270785,50.19156504,watermelon
118,27,48,25.07975914,80.26288711,6.551163132,59.96084082,watermelon
119,12,47,26.61995095,85.2160391,6.075475538,56.26938269,watermelon
101,20,55,25.68547153,80.02629534,6.911500794,40.15831818,watermelon
93,5,54,25.63292244,88.3236422,6.156657153,40.0599383,watermelon
112,7,52,25.68752229,88.3134396,6.012543749,45.71537131,watermelon
86,26,55,24.35386282,86.41034354,6.806094756,45.35658443,watermelon
117,15,46,26.50352826,84.03648374,6.087629335,52.92763151,watermelon
95,13,47,25.66681486,82.67567089,6.876236745,55.45973445,watermelon
117,27,48,26.08740622,89.05248161,6.65773883,59.89668703,watermelon
86,7,45,25.75395456,84.52734209,6.462039063,52.08888345,watermelon
88,10,51,25.1460816,82.94401274,6.039892214,57.84616237,watermelon
83,10,54,24.05025508,87.57058927,6.272542434,52.50076311,watermelon
117,13,49,24.45786909,85.03025768,6.600053489,45.46184194,watermelon
97,10,55,24.82686505,88.71697402,6.800050545,58.2976063,watermelon
111,28,46,25.69143951,80.95780271,6.580299592,53.08980919,watermelon
102,25,49,25.29454645,81.49929772,6.465584128,40.59162705,watermelon
108,7,50,26.38735345,86.52931363,6.058461667,51.16294154,watermelon
120,18,45,26.47455735,80.60725982,6.46794558,48.86191146,watermelon
110,16,48,24.72152056,88.45591666,6.597691539,51.19613999,watermelon
90,17,49,24.98667124,80.31679686,6.455570839,48.07657274,watermelon
104,27,45,26.29514327,87.10016481,6.712964197,42.65862936,watermelon
93,9,54,26.54837048,82.30501599,6.267973416,58.15677451,watermelon
96,17,49,26.38441174,85.33361893,6.087935736,46.14687391,watermelon
111,18,47,25.2591719,81.59372295,6.983612822,47.25892302,watermelon
96,7,53,25.01465411,88.43681861,6.567810689,58.48357619,watermelon
93,9,52,24.47053765,81.16148195,6.967222624,54.5735325,watermelon
111,27,51,25.59951367,84.3364757,6.974391835,44.65693474,watermelon
96,10,50,26.21857586,86.23201902,6.966239233,44.3188728,watermelon
114,20,47,24.14165752,85.06463829,6.844156658,59.05073269,watermelon
85,12,52,26.28232862,84.53861678,6.213847609,52.84936263,watermelon
90,25,47,26.45162877,88.82191804,6.189789985,41.65591569,watermelon
88,8,45,25.59386721,86.20066459,6.328275767,57.15172618,watermelon
94,13,50,25.97934278,81.90085399,6.38339452,42.96717219,watermelon
102,11,55,25.03710044,82.27721511,6.163328313,51.05631803,watermelon
96,30,55,26.39369685,83.66916124,6.207647226,43.27332935,watermelon
105,8,52,26.67965479,88.27510035,6.481540967,41.119971,watermelon
100,7,49,24.12163095,85.88561236,6.058496907,48.31127746,watermelon
99,5,55,25.35569936,81.23145792,6.463549846,52.07957816,watermelon
104,12,55,25.17117895,86.70095824,6.259445098,44.2675102,watermelon
103,13,51,24.77845273,87.70565733,6.716342169,47.6139505,watermelon
90,5,46,24.95956412,81.58861351,6.816686115,51.51138513,watermelon
89,5,46,24.90975894,80.50866548,6.062195778,40.11953068,watermelon
92,21,54,24.65436731,88.35729837,6.878350543,42.69147713,watermelon
105,13,51,25.10391708,89.37205249,6.244392012,41.89513165,watermelon
90,5,49,25.34033761,85.82863904,6.206799481,47.96656283,watermelon
89,11,50,26.39945835,88.44956872,6.082786424,49.8881336,watermelon
84,26,51,24.81654309,80.8786312,6.362188526,55.96247633,watermelon
103,11,51,26.67667403,85.72555055,6.188834588,58.2930676,watermelon
99,5,52,24.44747363,86.62417444,6.29527654,40.9179153,watermelon
112,27,54,26.78323763,87.41138748,6.022088354,49.74727268,watermelon
101,22,45,24.64545276,88.71460548,6.16435814,43.94144154,watermelon
85,26,48,25.77514051,84.62067077,6.745536042,41.36504091,watermelon
